C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_233.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_233.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_233.jpg, 0, 0, 0, 7.908985E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_334.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_334.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_334.jpg, 0, 0, 0, 8.109145E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_437.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_437.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_437.jpg, 0, 0, 0, 7.8376E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_540.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_540.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_540.jpg, 0, 0, 0, 8.041778E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_643.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_643.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_643.jpg, 0, 0, 0, 7.856276E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_746.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_746.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_746.jpg, 0, 0, 0, 7.921876E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_847.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_847.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_847.jpg, 0, 0, 0, 7.951601E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_55_947.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_55_947.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_55_947.jpg, 0, 0, 0, 7.78059E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_048.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_048.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_048.jpg, 0, 0, 0, 8.214363E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_153.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_153.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_153.jpg, 0, 0, 0, 7.788715E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_255.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_255.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_255.jpg, 0, 0, 0, 7.887328E-05
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_359.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_359.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_359.jpg, 0, 0.1429779, 0, 0.04887733
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_463.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_463.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_463.jpg, 0, 0.4449675, 0, 0.4294739
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_567.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_567.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_567.jpg, 0, 0.736958, 0, 1.109032
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_670.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_670.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_670.jpg, 0, 1, 0, 2.463251
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_772.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_772.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_772.jpg, -0.1876299, 1, 0, 3.63458
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_877.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_877.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_877.jpg, -0.4841025, 1, 0, 4.777571
C:\Project car\DATA\IMG\center_2020_10_20_11_29_56_978.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_56_978.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_56_978.jpg, -0.5476476, 1, 0, 5.895427
C:\Project car\DATA\IMG\center_2020_10_20_11_29_57_079.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_57_079.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_57_079.jpg, -0.2461243, 1, 0, 7.050931
C:\Project car\DATA\IMG\center_2020_10_20_11_29_57_180.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_57_180.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_57_180.jpg, 0, 1, 0, 8.180144
C:\Project car\DATA\IMG\center_2020_10_20_11_29_57_281.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_57_281.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_57_281.jpg, 0, 1, 0, 9.30342
C:\Project car\DATA\IMG\center_2020_10_20_11_29_57_382.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_57_382.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_57_382.jpg, -0.0866559, 1, 0, 10.41614
C:\Project car\DATA\IMG\center_2020_10_20_11_29_57_486.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_57_486.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_57_486.jpg, -0.383514, 1, 0, 11.56903
C:\Project car\DATA\IMG\center_2020_10_20_11_29_57_589.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_57_589.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_57_589.jpg, -0.6308184, 1, 0, 12.25466
C:\Project car\DATA\IMG\center_2020_10_20_11_29_57_690.jpg, C:\Project car\DATA\IMG\left_2020_10_20_11_29_57_690.jpg, C:\Project car\DATA\IMG\right_2020_10_20_11_29_57_690.jpg, -0.2806977, 1, 0, 13.76159
